nuclides,reactions,groups,xs
Pd106,"(n,gamma)",1,0.31477309916493434
Pd106,"(n,2n)",1,0.0003781889619488097
Pd106,"(n,p)",1,1.3695648001473737e-05
Pd106,"(n,a)",1,3.7006820814329928e-06
Pd106,"(n,3n)",1,9.923254247330946e-09
Pd106,"(n,4n)",1,0.0
Pd106,fission,1,0.0
Pd107,"(n,gamma)",1,3.5445382182490612
Pd107,"(n,2n)",1,0.0031119021505925273
Pd107,"(n,p)",1,4.607652811654199e-06
Pd107,"(n,a)",1,2.6858544309579045e-06
Pd107,"(n,3n)",1,3.64448644005822e-07
Pd107,"(n,4n)",1,0.0
Pd107,fission,1,0.0
Pd108,"(n,gamma)",1,7.733944918401601
Pd108,"(n,2n)",1,0.0005359847559176224
Pd108,"(n,p)",1,2.903289081687783e-06
Pd108,"(n,a)",1,8.334900000719008e-07
Pd108,"(n,3n)",1,1.7693960124714598e-07
Pd108,"(n,4n)",1,0.0
Pd108,fission,1,0.0
Pd109,"(n,gamma)",1,3.9605589219085204
Pd109,"(n,2n)",1,0.003330393459813693
Pd109,"(n,p)",1,8.598973252144998e-07
Pd109,"(n,a)",1,6.513549146297779e-07
Pd109,"(n,3n)",1,0.0
Pd109,"(n,4n)",1,0.0
Pd109,fission,1,0.0
Pd110,"(n,gamma)",1,0.13417141220194717
Pd110,"(n,2n)",1,0.000714975166157429
Pd110,"(n,p)",1,7.365193702492763e-07
Pd110,"(n,a)",1,5.5326201740817494e-08
Pd110,"(n,3n)",1,7.833640961803315e-07
Pd110,"(n,4n)",1,0.0
Pd110,fission,1,0.0
Ag107,"(n,gamma)",1,8.182521111294484
Ag107,"(n,2n)",1,0.00033683405440424266
Ag107,"(n,p)",1,0.0001371941430690449
Ag107,"(n,a)",1,4.984506722416438e-06
Ag107,"(n,3n)",1,1.35856742678998e-09
Ag107,"(n,4n)",1,0.0
Ag107,fission,1,0.0
Ag108,"(n,gamma)",1,7.91195963956055
Ag108,"(n,2n)",1,0.0016590396079137646
Ag108,"(n,p)",1,0.16196554588660708
Ag108,"(n,a)",1,0.0006367179741850686
Ag108,"(n,3n)",1,0.0
Ag108,"(n,4n)",1,0.0
Ag108,fission,1,0.0
Ag109,"(n,gamma)",1,48.58276769667577
Ag109,"(n,2n)",1,0.00037568443596857444
Ag109,"(n,p)",1,1.4016834083307519e-05
Ag109,"(n,a)",1,1.0479928251273267e-06
Ag109,"(n,3n)",1,2.7881667589475418e-08
Ag109,"(n,4n)",1,0.0
Ag109,fission,1,0.0
Ag110_m1,"(n,gamma)",1,13.526443017007168
Ag110_m1,"(n,2n)",1,0.0022510716459053382
Ag110_m1,"(n,p)",1,2.1459310656177878e-05
Ag110_m1,"(n,a)",1,9.735409904756923e-07
Ag110_m1,"(n,3n)",1,5.836813191831058e-07
Ag110_m1,"(n,4n)",1,0.0
Ag110_m1,fission,1,0.0
Ag111,"(n,gamma)",1,3.2333175990916905
Ag111,"(n,2n)",1,0.000575212386744878
Ag111,"(n,p)",1,3.29036854385247e-06
Ag111,"(n,a)",1,4.200507489000944e-07
Ag111,"(n,3n)",1,3.323473865262183e-07
Ag111,"(n,4n)",1,0.0
Ag111,fission,1,0.0
Ag112,"(n,gamma)",1,11.17773226943092
Ag112,"(n,2n)",1,0.003454365078005177
Ag112,"(n,p)",1,1.917132257117004e-06
Ag112,"(n,a)",1,6.066251077579269e-07
Ag112,"(n,3n)",1,0.0
Ag112,"(n,4n)",1,0.0
Ag112,fission,1,0.0
Ag113,"(n,gamma)",1,1.1367081212313321
Ag113,"(n,2n)",1,0.0008617138269852829
Ag113,"(n,p)",1,4.3544386747225537e-07
Ag113,"(n,a)",1,1.7581884728736304e-07
Ag113,"(n,3n)",1,0.0
Ag113,"(n,4n)",1,0.0
Ag113,fission,1,0.0
Ag114,"(n,gamma)",1,3.5602383498224155
Ag114,"(n,2n)",1,0.005485148394130141
Ag114,"(n,p)",1,6.453546261634753e-07
Ag114,"(n,a)",1,1.9319109097049777e-07
Ag114,"(n,3n)",1,0.0
Ag114,"(n,4n)",1,0.0
Ag114,fission,1,0.0
Ag115,"(n,gamma)",1,0.837218125488802
Ag115,"(n,2n)",1,0.0011403080788116849
Ag115,"(n,p)",1,1.075211769749649e-07
Ag115,"(n,a)",1,8.254223370862578e-08
Ag115,"(n,3n)",1,0.0
Ag115,"(n,4n)",1,0.0
Ag115,fission,1,0.0
Ag116,"(n,gamma)",1,1.7894446197946516
Ag116,"(n,2n)",1,0.00746625833804709
Ag116,"(n,p)",1,2.008430918582721e-07
Ag116,"(n,a)",1,6.051889085567657e-08
Ag116,"(n,3n)",1,0.0
Ag116,"(n,4n)",1,0.0
Ag116,fission,1,0.0
Ag117,"(n,gamma)",1,0.607775321859538
Ag117,"(n,2n)",1,0.0014929518844148063
Ag117,"(n,p)",1,3.536108059424863e-08
Ag117,"(n,a)",1,5.679904062149087e-08
Ag117,"(n,3n)",1,0.0
Ag117,"(n,4n)",1,0.0
Ag117,fission,1,0.0
Ag118_m1,"(n,gamma)",1,8.671621824916114
Ag118_m1,"(n,2n)",1,0.009277424887301901
Ag118_m1,"(n,p)",1,5.68769357848155e-08
Ag118_m1,"(n,a)",1,6.264076504535283e-11
Ag118_m1,"(n,3n)",1,0.0
Ag118_m1,"(n,4n)",1,0.0
Ag118_m1,fission,1,0.0
Cd106,"(n,gamma)",1,0.3760568104334157
Cd106,"(n,2n)",1,8.683516564341339e-05
Cd106,"(n,p)",1,0.00046395618374601305
Cd106,"(n,a)",1,0.0017123512320706452
Cd106,"(n,3n)",1,0.0
Cd106,"(n,4n)",1,0.0
Cd106,fission,1,0.0
Cd107,"(n,gamma)",1,3.1597070851386464
Cd107,"(n,2n)",1,0.00047052116262207835
Cd107,"(n,p)",1,0.012929852174242723
Cd107,"(n,a)",1,0.2346551236643704
Cd107,"(n,3n)",1,0.0
Cd107,"(n,4n)",1,0.0
Cd107,fission,1,0.0
Cd108,"(n,gamma)",1,0.6617169215962504
Cd108,"(n,2n)",1,0.00013363839415567852
Cd108,"(n,p)",1,3.213596811912772e-05
Cd108,"(n,a)",1,7.149113124904566e-06
Cd108,"(n,3n)",1,0.0
Cd108,"(n,4n)",1,0.0
Cd108,fission,1,0.0
Cd109,"(n,gamma)",1,83.75229845075295
Cd109,"(n,2n)",1,0.0010177482662596389
Cd109,"(n,p)",1,0.00014365710885165333
Cd109,"(n,a)",1,0.007184285123989181
Cd109,"(n,3n)",1,5.677289914586722e-10
Cd109,"(n,4n)",1,0.0
Cd109,fission,1,0.0
Cd110,"(n,gamma)",1,2.4593143669781243
Cd110,"(n,2n)",1,0.00021784032146813116
Cd110,"(n,p)",1,5.8186883478204345e-06
Cd110,"(n,a)",1,1.125886264463196e-06
Cd110,"(n,3n)",1,7.418800485300594e-10
Cd110,"(n,4n)",1,0.0
Cd110,fission,1,0.0
Cd111,"(n,gamma)",1,2.4865736595489705
Cd111,"(n,2n)",1,0.0018845511981602431
Cd111,"(n,p)",1,2.9094798852490187e-05
Cd111,"(n,a)",1,6.268810889510066e-06
Cd111,"(n,3n)",1,6.95172436645092e-08
Cd111,"(n,4n)",1,0.0
Cd111,fission,1,0.0
Cd112,"(n,gamma)",1,0.6737796577686499
Cd112,"(n,2n)",1,0.00030980766292534537
Cd112,"(n,p)",1,2.4953039837245594e-06
Cd112,"(n,a)",1,2.3992374320754644e-07
Cd112,"(n,3n)",1,7.968842426761398e-08
Cd112,"(n,4n)",1,0.0
Cd112,fission,1,0.0
Cd113,"(n,gamma)",1,4691.274694559967
Cd113,"(n,2n)",1,0.0019518893897709827
Cd113,"(n,p)",1,2.629531274650732e-06
Cd113,"(n,a)",1,8.870377305002684e-07
Cd113,"(n,3n)",1,1.0316154354083842e-07
Cd113,"(n,4n)",1,0.0
Cd113,fission,1,0.0
Cd114,"(n,gamma)",1,0.4233376290673779
Cd114,"(n,2n)",1,0.0003886557129107284
Cd114,"(n,p)",1,4.450181058455901e-07
Cd114,"(n,a)",1,5.574499419751797e-08
Cd114,"(n,3n)",1,4.922487437959314e-07
Cd114,"(n,4n)",1,0.0
Cd114,fission,1,0.0
Cd115_m1,"(n,gamma)",1,0.9773926637952952
Cd115_m1,"(n,2n)",1,0.002200243200115969
Cd115_m1,"(n,p)",1,7.765106257785767e-07
Cd115_m1,"(n,a)",1,4.1252039108079157e-07
Cd115_m1,"(n,3n)",1,6.993246716748058e-07
Cd115_m1,"(n,4n)",1,0.0
Cd115_m1,fission,1,0.0
Cd116,"(n,gamma)",1,0.07491146692785502
Cd116,"(n,2n)",1,0.0005531928142297077
Cd116,"(n,p)",1,1.8161663694351835e-07
Cd116,"(n,a)",1,1.501942226353713e-08
Cd116,"(n,3n)",1,1.6301294332259562e-06
Cd116,"(n,4n)",1,0.0
Cd116,fission,1,0.0
In113,"(n,gamma)",1,10.736162099267961
In113,"(n,2n)",1,0.000307721353007145
In113,"(n,p)",1,1.4564811444635216e-05
In113,"(n,a)",1,1.329666743968209e-06
In113,"(n,3n)",1,2.6996697261591597e-08
In113,"(n,4n)",1,0.0
In113,fission,1,0.0
In114,"(n,gamma)",1,2.727242742965079
In114,"(n,2n)",1,0.0014468339156221283
In114,"(n,p)",1,0.004565319647887941
In114,"(n,a)",1,1.3574122090432906e-05
In114,"(n,3n)",1,0.0
In114,"(n,4n)",1,0.0
In114,fission,1,0.0
In115,"(n,gamma)",1,113.28226348909124
In115,"(n,2n)",1,0.000396946460232848
In115,"(n,p)",1,2.7426297909871416e-06
In115,"(n,a)",1,5.298748963749548e-07
In115,"(n,3n)",1,2.7804578287362986e-07
In115,"(n,4n)",1,0.0
In115,fission,1,0.0
Sn112,"(n,gamma)",1,1.0459765874638611
Sn112,"(n,2n)",1,0.00013130130112414982
Sn112,"(n,p)",1,5.394001054284925e-05
Sn112,"(n,a)",1,3.956224726514596e-05
Sn112,"(n,3n)",1,0.0
Sn112,"(n,4n)",1,0.0
Sn112,fission,1,0.0
Sn113,"(n,gamma)",1,7.2109418029456425
Sn113,"(n,2n)",1,0.000476237310841343
Sn113,"(n,p)",1,0.0003141603367221326
Sn113,"(n,a)",1,0.000350494119533337
Sn113,"(n,3n)",1,0.0
Sn113,"(n,4n)",1,0.0
Sn113,fission,1,0.0
Sn114,"(n,gamma)",1,0.2785870205670614
Sn114,"(n,2n)",1,0.0001784303244878792
Sn114,"(n,p)",1,1.4908485691868341e-05
Sn114,"(n,a)",1,5.480293888404992e-06
Sn114,"(n,3n)",1,0.0
Sn114,"(n,4n)",1,0.0
Sn114,fission,1,0.0
Sn115,"(n,gamma)",1,8.305843548265454
Sn115,"(n,2n)",1,0.0011356794236184005
Sn115,"(n,p)",1,1.5580722791600992e-05
Sn115,"(n,a)",1,8.662818602217668e-06
Sn115,"(n,3n)",1,0.0
Sn115,"(n,4n)",1,0.0
Sn115,fission,1,0.0
Sn116,"(n,gamma)",1,0.3947044344013447
Sn116,"(n,2n)",1,0.0003198297837775491
Sn116,"(n,p)",1,3.5822702239848156e-06
Sn116,"(n,a)",1,9.631458225409003e-07
Sn116,"(n,3n)",1,2.9108580287667865e-08
Sn116,"(n,4n)",1,0.0
Sn116,fission,1,0.0
Sn117,"(n,gamma)",1,0.6694616350244226
Sn117,"(n,2n)",1,0.0022002231041932723
Sn117,"(n,p)",1,3.311767114874198e-06
Sn117,"(n,a)",1,1.1515625030209598e-06
Sn117,"(n,3n)",1,1.284167557689177e-07
Sn117,"(n,4n)",1,0.0
Sn117,fission,1,0.0
Sn118,"(n,gamma)",1,0.15890841343751236
Sn118,"(n,2n)",1,0.00037813917865176444
Sn118,"(n,p)",1,8.694949710479909e-07
Sn118,"(n,a)",1,1.044726963516925e-07
Sn118,"(n,3n)",1,2.6174043242777334e-07
Sn118,"(n,4n)",1,0.0
Sn118,fission,1,0.0
Sn119,"(n,gamma)",1,0.470252400630776
Sn119,"(n,2n)",1,0.0032360572468261477
Sn119,"(n,p)",1,7.729911356510905e-07
Sn119,"(n,a)",1,2.1134537717446037e-07
Sn119,"(n,3n)",1,6.794097744999312e-07
Sn119,"(n,4n)",1,0.0
Sn119,fission,1,0.0
Sn120,"(n,gamma)",1,0.055134980256878095
Sn120,"(n,2n)",1,0.0006298165904866627
Sn120,"(n,p)",1,3.9922574618980323e-07
Sn120,"(n,a)",1,4.155312445139122e-08
Sn120,"(n,3n)",1,0.0
Sn120,"(n,4n)",1,0.0
Sn120,fission,1,0.0
Sn121_m1,"(n,gamma)",1,10.704248092558228
Sn121_m1,"(n,2n)",1,0.0012148785154957966
Sn121_m1,"(n,p)",1,3.0191780071409997e-07
Sn121_m1,"(n,a)",1,3.1932160736565527e-09
Sn121_m1,"(n,3n)",1,0.0
Sn121_m1,"(n,4n)",1,0.0
Sn121_m1,fission,1,0.0
Sn122,"(n,gamma)",1,0.04285280655971758
Sn122,"(n,2n)",1,0.00068823271194022
Sn122,"(n,p)",1,9.052697077202868e-08
Sn122,"(n,a)",1,9.571113288780698e-09
Sn122,"(n,3n)",1,2.6723122274168853e-06
Sn122,"(n,4n)",1,0.0
Sn122,fission,1,0.0
Sn123,"(n,gamma)",1,2.1304217067346083
Sn123,"(n,2n)",1,0.005562995144925868
Sn123,"(n,p)",1,1.9732563620538255e-07
Sn123,"(n,a)",1,9.045416038810257e-09
Sn123,"(n,3n)",1,2.874656786792905e-06
Sn123,"(n,4n)",1,0.0
Sn123,fission,1,0.0
Sn124,"(n,gamma)",1,0.24683252040603154
Sn124,"(n,2n)",1,0.0008514384217027963
Sn124,"(n,p)",1,1.389686757087061e-07
Sn124,"(n,a)",1,1.9377953451304025e-09
Sn124,"(n,3n)",1,4.107353266248497e-06
Sn124,"(n,4n)",1,0.0
Sn124,fission,1,0.0
Sn125,"(n,gamma)",1,0.29896128009516915
Sn125,"(n,2n)",1,0.0016658670693303903
Sn125,"(n,p)",1,6.41506876275171e-08
Sn125,"(n,a)",1,4.497328764010845e-09
Sn125,"(n,3n)",1,1.711672899559477e-06
Sn125,"(n,4n)",1,0.0
Sn125,fission,1,0.0
Sn126,"(n,gamma)",1,0.01827427818053594
Sn126,"(n,2n)",1,0.0010743565184602004
Sn126,"(n,p)",1,1.1427898627328761e-08
Sn126,"(n,a)",1,2.629914967803825e-10
Sn126,"(n,3n)",1,6.540948619133408e-06
Sn126,"(n,4n)",1,0.0
Sn126,fission,1,0.0
Sb121,"(n,gamma)",1,5.634458738295722
Sb121,"(n,2n)",1,0.00034158519229199644
Sb121,"(n,p)",1,1.77327217002371e-05
Sb121,"(n,a)",1,2.6560022689864946e-07
Sb121,"(n,3n)",1,2.3210067520949663e-08
Sb121,"(n,4n)",1,0.0
Sb121,fission,1,0.0
Sb122,"(n,gamma)",1,4.682100814755154
Sb122,"(n,2n)",1,0.0021229297124107137
Sb122,"(n,p)",1,0.011920843273163003
Sb122,"(n,a)",1,8.221994175371946e-07
Sb122,"(n,3n)",1,0.0
Sb122,"(n,4n)",1,0.0
Sb122,fission,1,0.0
Sb123,"(n,gamma)",1,3.458004147470665
Sb123,"(n,2n)",1,0.0004543508408509403
Sb123,"(n,p)",1,6.9357078505096e-06
Sb123,"(n,a)",1,1.0502709623147226e-07
Sb123,"(n,3n)",1,2.2698353100367515e-07
Sb123,"(n,4n)",1,0.0
Sb123,fission,1,0.0
Sb124,"(n,gamma)",1,6.360082260569812
Sb124,"(n,2n)",1,0.0028575330324291798
Sb124,"(n,p)",1,1.358681881141679e-06
Sb124,"(n,a)",1,2.2681999924613574e-07
Sb124,"(n,3n)",1,1.3451318296544062e-06
Sb124,"(n,4n)",1,0.0
Sb124,fission,1,0.0
Sb125,"(n,gamma)",1,2.2483493510977146
Sb125,"(n,2n)",1,0.0006483212430995823
Sb125,"(n,p)",1,4.0242541077194587e-07
Sb125,"(n,a)",1,1.3166036282575346e-07
Sb125,"(n,3n)",1,2.2469422992879385e-06
Sb125,"(n,4n)",1,0.0
Sb125,fission,1,0.0
Sb126,"(n,gamma)",1,6.826223023278026
Sb126,"(n,2n)",1,0.0013340765324160709
Sb126,"(n,p)",1,2.8897283664045563e-06
Sb126,"(n,a)",1,8.698331278871764e-08
Sb126,"(n,3n)",1,6.313783910677868e-07
Sb126,"(n,4n)",1,0.0
Sb126,fission,1,0.0
Te120,"(n,gamma)",1,1.011666297090163
Te120,"(n,2n)",1,0.0001577786601032434
Te120,"(n,p)",1,5.453569885352269e-05
Te120,"(n,a)",1,0.0001944789498447977
Te120,"(n,3n)",1,0.0
Te120,"(n,4n)",1,0.0
Te120,fission,1,0.0
Te121,"(n,gamma)",1,2.9926677664545998
Te121,"(n,2n)",1,0.0011089585945668202
Te121,"(n,p)",1,0.00013917553499622685
Te121,"(n,a)",1,0.4078266004116964
Te121,"(n,3n)",1,0.0
Te121,"(n,4n)",1,0.0
Te121,fission,1,0.0
Te121_m1,"(n,gamma)",1,9.820005564284655
Te121_m1,"(n,2n)",1,0.0007656589799027882
Te121_m1,"(n,p)",1,0.00037021779308399306
Te121_m1,"(n,a)",1,0.031183265685745247
Te121_m1,"(n,3n)",1,0.0
Te121_m1,"(n,4n)",1,0.0
Te121_m1,fission,1,0.0
Te122,"(n,gamma)",1,2.742078766548277
Te122,"(n,2n)",1,0.0002476843479228597
Te122,"(n,p)",1,4.249375123030795e-06
Te122,"(n,a)",1,1.4628376550816445e-05
Te122,"(n,3n)",1,3.3249052870842526e-08
Te122,"(n,4n)",1,0.0
Te122,fission,1,0.0
Te123,"(n,gamma)",1,205.85290560537118
Te123,"(n,2n)",1,0.0017220593816863446
Te123,"(n,p)",1,5.0040687474045085e-06
Te123,"(n,a)",1,5.4011375963275034e-05
Te123,"(n,3n)",1,6.291221434020913e-08
Te123,"(n,4n)",1,0.0
Te123,fission,1,0.0
Te124,"(n,gamma)",1,1.0175712154531842
Te124,"(n,2n)",1,0.00035752644990669533
Te124,"(n,p)",1,1.7784744311829901e-06
Te124,"(n,a)",1,1.655629349411416e-06
Te124,"(n,3n)",1,2.60437707821466e-07
Te124,"(n,4n)",1,0.0
Te124,fission,1,0.0
Te125,"(n,gamma)",1,0.8536159901139869
Te125,"(n,2n)",1,0.0025455386586704745
Te125,"(n,p)",1,1.4518117834662432e-06
Te125,"(n,a)",1,1.8788071864014256e-06
Te125,"(n,3n)",1,3.762686589901883e-07
Te125,"(n,4n)",1,0.0
Te125,fission,1,0.0
Te126,"(n,gamma)",1,0.3034720311200072
Te126,"(n,2n)",1,0.0004612364017050586
Te126,"(n,p)",1,6.63718071560784e-07
Te126,"(n,a)",1,4.876825829556145e-07
Te126,"(n,3n)",1,1.2204691536718096e-06
Te126,"(n,4n)",1,0.0
Te126,fission,1,0.0
Te127_m1,"(n,gamma)",1,488.67155067038226
Te127_m1,"(n,2n)",1,0.0028477081381807945
Te127_m1,"(n,p)",1,5.266756736279347e-07
Te127_m1,"(n,a)",1,3.459096906135978e-07
Te127_m1,"(n,3n)",1,1.3751153336169178e-06
Te127_m1,"(n,4n)",1,0.0
Te127_m1,fission,1,0.0
Te128,"(n,gamma)",1,0.07222296341884019
Te128,"(n,2n)",1,0.0005819508307229175
Te128,"(n,p)",1,2.6425390941724694e-07
Te128,"(n,a)",1,9.93410289571264e-08
Te128,"(n,3n)",1,3.1286124242504263e-06
Te128,"(n,4n)",1,0.0
Te128,fission,1,0.0
Te129_m1,"(n,gamma)",1,234.5589628061673
Te129_m1,"(n,2n)",1,0.003989958713297424
Te129_m1,"(n,p)",1,2.2922613998017019e-07
Te129_m1,"(n,a)",1,1.1606361308663583e-07
Te129_m1,"(n,3n)",1,2.7102555977339577e-06
Te129_m1,"(n,4n)",1,0.0
Te129_m1,fission,1,0.0
Te130,"(n,gamma)",1,0.035426125501543386
Te130,"(n,2n)",1,0.0007210500680968756
Te130,"(n,p)",1,1.9043865866434917e-06
Te130,"(n,a)",1,1.404682798085201e-07
Te130,"(n,3n)",1,1.8806064826905935e-07
Te130,"(n,4n)",1,0.0
Te130,fission,1,0.0
Te131,"(n,gamma)",1,0.026688294434091056
Te131,"(n,2n)",1,0.0031741098461955312
Te131,"(n,p)",1,1.4218309603788175e-07
Te131,"(n,a)",1,5.731365175194702e-08
Te131,"(n,3n)",1,0.0
Te131,"(n,4n)",1,0.0
Te131,fission,1,0.0
Te131_m1,"(n,gamma)",1,0.06649824351800641
Te131_m1,"(n,2n)",1,0.002184822232987669
Te131_m1,"(n,p)",1,1.5083973368060154e-07
Te131_m1,"(n,a)",1,4.470855344050471e-09
Te131_m1,"(n,3n)",1,0.0
Te131_m1,"(n,4n)",1,0.0
Te131_m1,fission,1,0.0
Te132,"(n,gamma)",1,0.023796083978037917
Te132,"(n,2n)",1,0.0010630949753668655
Te132,"(n,p)",1,2.5635630166535505e-07
Te132,"(n,a)",1,1.5306494122760912e-08
Te132,"(n,3n)",1,2.140251441400109e-06
Te132,"(n,4n)",1,0.0
Te132,fission,1,0.0
I127,"(n,gamma)",1,5.25484407333401
I127,"(n,2n)",1,0.0004433941915739772
I127,"(n,p)",1,1.4249874332174593e-05
I127,"(n,a)",1,6.581377382465963e-07
I127,"(n,3n)",1,6.905917034190676e-08
I127,"(n,4n)",1,0.0
I127,fission,1,0.0
I128,"(n,gamma)",1,2.976860193019339
I128,"(n,2n)",1,0.0022363170343963927
I128,"(n,p)",1,0.0004106331883914701
I128,"(n,a)",1,6.672589099840576e-05
I128,"(n,3n)",1,0.0
I128,"(n,4n)",1,0.0
I128,fission,1,0.0
I129,"(n,gamma)",1,4.901961516729269
I129,"(n,2n)",1,0.0006181707107707643
I129,"(n,p)",1,7.9285319967037e-07
I129,"(n,a)",1,2.970163984046465e-07
I129,"(n,3n)",1,8.636983687073918e-07
I129,"(n,4n)",1,0.0
I129,fission,1,0.0
I130,"(n,gamma)",1,4.728594584370151
I130,"(n,2n)",1,0.0015656068961748253
I130,"(n,p)",1,5.6752517174749345e-06
I130,"(n,a)",1,6.042728151558323e-07
I130,"(n,3n)",1,2.2692210822092673e-07
I130,"(n,4n)",1,0.0
I130,fission,1,0.0
I131,"(n,gamma)",1,12.89117873375448
I131,"(n,2n)",1,0.0007859036285928768
I131,"(n,p)",1,2.907925826900999e-07
I131,"(n,a)",1,1.3726177853803667e-07
I131,"(n,3n)",1,1.982863697598146e-06
I131,"(n,4n)",1,0.0
I131,fission,1,0.0
I132,"(n,gamma)",1,0.8779020294151576
I132,"(n,2n)",1,0.0024920671963177547
I132,"(n,p)",1,1.0585489316933014e-06
I132,"(n,a)",1,3.13787884690077e-07
I132,"(n,3n)",1,0.0
I132,"(n,4n)",1,0.0
I132,fission,1,0.0
I132_m1,"(n,gamma)",1,0.498945847151961
I132_m1,"(n,2n)",1,0.0015638480700986674
I132_m1,"(n,p)",1,1.0108796093570078e-06
I132_m1,"(n,a)",1,1.358840614024307e-08
I132_m1,"(n,3n)",1,0.0
I132_m1,"(n,4n)",1,0.0
I132_m1,fission,1,0.0
I133,"(n,gamma)",1,0.061158826373811224
I133,"(n,2n)",1,0.0008031459495738018
I133,"(n,p)",1,3.469539352836656e-07
I133,"(n,a)",1,1.3860561619013386e-07
I133,"(n,3n)",1,0.0
I133,"(n,4n)",1,0.0
I133,fission,1,0.0
I134,"(n,gamma)",1,0.04203321962185885
I134,"(n,2n)",1,0.0028446236993692783
I134,"(n,p)",1,3.86310633131702e-07
I134,"(n,a)",1,1.5138308424947726e-07
I134,"(n,3n)",1,0.0
I134,"(n,4n)",1,0.0
I134,fission,1,0.0
I135,"(n,gamma)",1,11.629404424442331
I135,"(n,2n)",1,0.000910195571665515
I135,"(n,p)",1,9.329455597639156e-08
I135,"(n,a)",1,3.5733568016246843e-07
I135,"(n,3n)",1,1.739030638048116e-06
I135,"(n,4n)",1,0.0
I135,fission,1,0.0
Xe123,"(n,gamma)",1,48.29866122881477
Xe123,"(n,2n)",1,0.0005309031044753893
Xe123,"(n,p)",1,0.15029200713215074
Xe123,"(n,a)",1,0.46349650159596395
Xe123,"(n,3n)",1,0.0
Xe123,"(n,4n)",1,0.0
Xe123,fission,1,0.0
Xe124,"(n,gamma)",1,103.2762163306359
Xe124,"(n,2n)",1,9.97018333784766e-05
Xe124,"(n,p)",1,0.00010754582754570765
Xe124,"(n,a)",1,8.088433718325594e-06
Xe124,"(n,3n)",1,0.0
Xe124,"(n,4n)",1,0.0
Xe124,fission,1,0.0
Xe125,"(n,gamma)",1,15.646092098859105
Xe125,"(n,2n)",1,0.0009033535672723962
Xe125,"(n,p)",1,0.010003296184343455
Xe125,"(n,a)",1,0.3641566103115407
Xe125,"(n,3n)",1,0.0
Xe125,"(n,4n)",1,0.0
Xe125,fission,1,0.0
Xe126,"(n,gamma)",1,2.3536617735534286
Xe126,"(n,2n)",1,0.00019303532094561935
Xe126,"(n,p)",1,1.726406736480128e-05
Xe126,"(n,a)",1,1.8314674106456434e-05
Xe126,"(n,3n)",1,0.0
Xe126,"(n,4n)",1,0.0
Xe126,fission,1,0.0
Xe127,"(n,gamma)",1,3.1174169398912883
Xe127,"(n,2n)",1,0.0012759117297604444
Xe127,"(n,p)",1,6.624937311884765e-05
Xe127,"(n,a)",1,0.018799796508866436
Xe127,"(n,3n)",1,0.0
Xe127,"(n,4n)",1,0.0
Xe127,fission,1,0.0
Xe128,"(n,gamma)",1,1.0879770979647483
Xe128,"(n,2n)",1,0.00028660309715595496
Xe128,"(n,p)",1,8.986455275775987e-06
Xe128,"(n,a)",1,3.024783189785521e-06
Xe128,"(n,3n)",1,8.504334468872e-08
Xe128,"(n,4n)",1,0.0
Xe128,fission,1,0.0
Xe129,"(n,gamma)",1,9.55864719381935
Xe129,"(n,2n)",1,0.0014511113511180291
Xe129,"(n,p)",1,2.9674533276358183e-06
Xe129,"(n,a)",1,3.121076291530018e-06
Xe129,"(n,3n)",1,1.190700873182675e-07
Xe129,"(n,4n)",1,0.0
Xe129,fission,1,0.0
Xe130,"(n,gamma)",1,0.7973088697597411
Xe130,"(n,2n)",1,0.0006346008997173855
Xe130,"(n,p)",1,2.6789392747330853e-06
Xe130,"(n,a)",1,1.922751479304782e-07
Xe130,"(n,3n)",1,6.831452401570227e-07
Xe130,"(n,4n)",1,0.0
Xe130,fission,1,0.0
Xe131,"(n,gamma)",1,35.42343544599758
Xe131,"(n,2n)",1,0.001849996744194531
Xe131,"(n,p)",1,4.569267690885091e-06
Xe131,"(n,a)",1,1.2422099580813404e-06
Xe131,"(n,3n)",1,2.1337654949230627e-07
Xe131,"(n,4n)",1,0.0
Xe131,fission,1,0.0
Xe132,"(n,gamma)",1,0.22035201552056496
Xe132,"(n,2n)",1,0.0004220299418867985
Xe132,"(n,p)",1,1.0344853073688053e-06
Xe132,"(n,a)",1,1.5426757173279522e-07
Xe132,"(n,3n)",1,1.2865067656361103e-07
Xe132,"(n,4n)",1,0.0
Xe132,fission,1,0.0
Xe133,"(n,gamma)",1,27.88500500830039
Xe133,"(n,2n)",1,0.003150212783231174
Xe133,"(n,p)",1,4.332491566098736e-07
Xe133,"(n,a)",1,1.982062944081039e-07
Xe133,"(n,3n)",1,1.0417957316102743e-06
Xe133,"(n,4n)",1,0.0
Xe133,fission,1,0.0
Xe134,"(n,gamma)",1,0.05234448618397337
Xe134,"(n,2n)",1,0.0005493748235496896
Xe134,"(n,p)",1,8.486638564919774e-07
Xe134,"(n,a)",1,1.3277763783174404e-07
Xe134,"(n,3n)",1,3.023411091376192e-07
Xe134,"(n,4n)",1,0.0
Xe134,fission,1,0.0
Xe135,"(n,gamma)",1,412340.69994298054
Xe135,"(n,2n)",1,0.003047791956552914
Xe135,"(n,p)",1,1.673020128675385e-07
Xe135,"(n,a)",1,1.8312322833382166e-07
Xe135,"(n,3n)",1,1.823289713837042e-06
Xe135,"(n,4n)",1,0.0
Xe135,fission,1,0.0
Xe136,"(n,gamma)",1,0.03884939491599221
